RoomSize_m2,Ventilation_ACH,ViralLoad,EstimatedInfections,LogViralLoad
100,1,2154434.6900318824,118,14.583038922295621
100,1,2154434.6900318824,144,14.583038922295621
100,1,2154434.6900318824,116,14.583038922295621
100,1,2154434.6900318824,143,14.583038922295621
100,1,2154434.6900318824,123,14.583038922295621
100,1,2154434.6900318824,145,14.583038922295621
100,1,10000000.0,618,16.11809565095832
100,1,10000000.0,591,16.11809565095832
100,1,10000000.0,569,16.11809565095832
100,1,10000000.0,637,16.11809565095832
100,1,10000000.0,625,16.11809565095832
100,1,10000000.0,605,16.11809565095832
100,1,10000000.0,600,16.11809565095832
100,1,10000000.0,618,16.11809565095832
100,1,10000000.0,576,16.11809565095832
100,1,10000000.0,573,16.11809565095832
100,1,46415888.33612773,2774,17.653152379621016
100,1,46415888.33612773,2778,17.653152379621016
100,1,46415888.33612773,2695,17.653152379621016
100,1,46415888.33612773,2804,17.653152379621016
100,1,46415888.33612773,2815,17.653152379621016
100,1,46415888.33612773,2757,17.653152379621016
100,1,46415888.33612773,2746,17.653152379621016
100,1,46415888.33612773,2685,17.653152379621016
100,1,46415888.33612773,2765,17.653152379621016
100,1,46415888.33612773,2796,17.653152379621016
100,1,215443469.00318778,13023,19.18820910828371
100,1,215443469.00318778,12772,19.18820910828371
100,1,215443469.00318778,12947,19.18820910828371
100,1,215443469.00318778,12994,19.18820910828371
100,1,215443469.00318778,12699,19.18820910828371
100,1,215443469.00318778,12972,19.18820910828371
100,1,215443469.00318778,12790,19.18820910828371
100,1,215443469.00318778,13079,19.18820910828371
100,1,215443469.00318778,12777,19.18820910828371
100,1,215443469.00318778,12919,19.18820910828371
100,1,1000000000.0,59896,20.72326583694641
100,1,1000000000.0,59884,20.72326583694641
100,1,1000000000.0,60031,20.72326583694641
100,1,1000000000.0,60187,20.72326583694641
100,1,1000000000.0,60023,20.72326583694641
100,1,1000000000.0,59829,20.72326583694641
100,1,1000000000.0,59773,20.72326583694641
100,1,1000000000.0,60047,20.72326583694641
100,1,1000000000.0,60118,20.72326583694641
100,1,1000000000.0,59920,20.72326583694641
100,3,1000.0,0,6.907755278982137
100,3,1000.0,0,6.907755278982137
100,3,1000.0,0,6.907755278982137
100,3,1000.0,0,6.907755278982137
100,3,1000.0,0,6.907755278982137
100,3,1000.0,0,6.907755278982137
100,3,1000.0,0,6.907755278982137
100,3,1000.0,0,6.907755278982137
100,3,1000.0,0,6.907755278982137
100,3,1000.0,0,6.907755278982137
100,3,4641.588833612777,0,8.442812007644834
100,3,4641.588833612777,0,8.442812007644834
100,3,4641.588833612777,0,8.442812007644834
100,3,4641.588833612777,0,8.442812007644834
100,3,4641.588833612777,0,8.442812007644834
100,3,4641.588833612777,0,8.442812007644834
100,3,4641.588833612777,0,8.442812007644834
100,3,4641.588833612777,0,8.442812007644834
100,3,4641.588833612777,0,8.442812007644834
100,3,4641.588833612777,0,8.442812007644834
100,3,21544.346900318822,1,9.977868736307531
100,3,21544.346900318822,0,9.977868736307531
100,3,21544.346900318822,0,9.977868736307531
100,3,21544.346900318822,0,9.977868736307531
100,3,21544.346900318822,0,9.977868736307531
100,3,21544.346900318822,0,9.977868736307531
100,3,21544.346900318822,0,9.977868736307531
100,3,21544.346900318822,0,9.977868736307531
100,3,21544.346900318822,0,9.977868736307531
100,3,21544.346900318822,0,9.977868736307531
100,3,100000.0,1,11.512925464970229
100,3,100000.0,2,11.512925464970229
100,3,100000.0,2,11.512925464970229
100,3,100000.0,1,11.512925464970229
100,3,100000.0,0,11.512925464970229
100,3,100000.0,3,11.512925464970229
100,3,100000.0,5,11.512925464970229
100,3,100000.0,2,11.512925464970229
100,3,100000.0,0,11.512925464970229
100,3,100000.0,2,11.512925464970229
100,3,464158.8833612772,13,13.047982193632924
100,3,464158.8833612772,4,13.047982193632924
100,3,464158.8833612772,6,13.047982193632924
100,3,464158.8833612772,6,13.047982193632924
100,3,464158.8833612772,9,13.047982193632924
100,3,464158.8833612772,8,13.047982193632924
100,3,464158.8833612772,10,13.047982193632924
100,3,464158.8833612772,8,13.047982193632924
100,3,464158.8833612772,13,13.047982193632924
100,3,464158.8833612772,12,13.047982193632924
100,3,2154434.6900318824,33,14.583038922295621
100,3,2154434.6900318824,50,14.583038922295621
100,3,2154434.6900318824,45,14.583038922295621
100,3,2154434.6900318824,41,14.583038922295621
100,3,2154434.6900318824,56,14.583038922295621
100,3,2154434.6900318824,45,14.583038922295621
100,3,2154434.6900318824,47,14.583038922295621
100,3,2154434.6900318824,41,14.583038922295621
100,3,2154434.6900318824,53,14.583038922295621
100,3,2154434.6900318824,48,14.583038922295621
100,3,10000000.0,189,16.11809565095832
100,3,10000000.0,189,16.11809565095832
100,3,10000000.0,213,16.11809565095832
100,3,10000000.0,188,16.11809565095832
100,3,10000000.0,230,16.11809565095832
100,3,10000000.0,181,16.11809565095832
100,3,10000000.0,205,16.11809565095832
100,3,10000000.0,206,16.11809565095832
100,3,10000000.0,198,16.11809565095832
100,3,10000000.0,217,16.11809565095832
100,3,46415888.33612773,952,17.653152379621016
100,3,46415888.33612773,931,17.653152379621016
100,3,46415888.33612773,918,17.653152379621016
100,3,46415888.33612773,1006,17.653152379621016
100,3,46415888.33612773,894,17.653152379621016
100,3,46415888.33612773,934,17.653152379621016
100,3,46415888.33612773,888,17.653152379621016
100,3,46415888.33612773,953,17.653152379621016
100,3,46415888.33612773,905,17.653152379621016
100,3,46415888.33612773,950,17.653152379621016
100,3,215443469.00318778,4262,19.18820910828371
100,3,215443469.00318778,4323,19.18820910828371
100,3,215443469.00318778,4301,19.18820910828371
100,3,215443469.00318778,4305,19.18820910828371
100,3,215443469.00318778,4420,19.18820910828371
100,3,215443469.00318778,4259,19.18820910828371
100,3,215443469.00318778,4318,19.18820910828371
100,3,215443469.00318778,4320,19.18820910828371
100,3,215443469.00318778,4232,19.18820910828371
100,3,215443469.00318778,4304,19.18820910828371
100,3,1000000000.0,20010,20.72326583694641
100,3,1000000000.0,20039,20.72326583694641
100,3,1000000000.0,19792,20.72326583694641
100,3,1000000000.0,19950,20.72326583694641
100,3,1000000000.0,19846,20.72326583694641
100,3,1000000000.0,20069,20.72326583694641
100,3,1000000000.0,19884,20.72326583694641
100,3,1000000000.0,19830,20.72326583694641
100,3,1000000000.0,20058,20.72326583694641
100,3,1000000000.0,19964,20.72326583694641
100,6,1000.0,0,6.907755278982137
100,6,1000.0,0,6.907755278982137
100,6,1000.0,0,6.907755278982137
100,6,1000.0,0,6.907755278982137
100,6,1000.0,0,6.907755278982137
100,6,1000.0,0,6.907755278982137
100,6,1000.0,0,6.907755278982137
100,6,1000.0,0,6.907755278982137
100,6,1000.0,0,6.907755278982137
100,6,1000.0,0,6.907755278982137
100,6,4641.588833612777,0,8.442812007644834
100,6,4641.588833612777,0,8.442812007644834
100,6,4641.588833612777,0,8.442812007644834
100,6,4641.588833612777,0,8.442812007644834
100,6,4641.588833612777,0,8.442812007644834
100,6,4641.588833612777,0,8.442812007644834
100,6,4641.588833612777,0,8.442812007644834
100,6,4641.588833612777,0,8.442812007644834
100,6,4641.588833612777,0,8.442812007644834
100,6,4641.588833612777,0,8.442812007644834
100,6,21544.346900318822,0,9.977868736307531
100,6,21544.346900318822,1,9.977868736307531
100,6,21544.346900318822,0,9.977868736307531
100,6,21544.346900318822,0,9.977868736307531
100,6,21544.346900318822,0,9.977868736307531
100,6,21544.346900318822,0,9.977868736307531
100,6,21544.346900318822,1,9.977868736307531
100,6,21544.346900318822,0,9.977868736307531
100,6,21544.346900318822,1,9.977868736307531
100,6,21544.346900318822,0,9.977868736307531
100,6,100000.0,2,11.512925464970229
100,6,100000.0,3,11.512925464970229
100,6,100000.0,0,11.512925464970229
100,6,100000.0,4,11.512925464970229
100,6,100000.0,1,11.512925464970229
100,6,100000.0,0,11.512925464970229
100,6,100000.0,1,11.512925464970229
100,6,100000.0,0,11.512925464970229
100,6,100000.0,0,11.512925464970229
100,6,100000.0,0,11.512925464970229
100,6,464158.8833612772,1,13.047982193632924
100,6,464158.8833612772,5,13.047982193632924
100,6,464158.8833612772,7,13.047982193632924
100,6,464158.8833612772,6,13.047982193632924
100,6,464158.8833612772,4,13.047982193632924
100,6,464158.8833612772,4,13.047982193632924
100,6,464158.8833612772,5,13.047982193632924
100,6,464158.8833612772,3,13.047982193632924
100,6,464158.8833612772,1,13.047982193632924
100,6,464158.8833612772,9,13.047982193632924
100,6,2154434.6900318824,26,14.583038922295621
100,6,2154434.6900318824,27,14.583038922295621
100,6,2154434.6900318824,25,14.583038922295621
100,6,2154434.6900318824,27,14.583038922295621
100,6,2154434.6900318824,19,14.583038922295621
100,6,2154434.6900318824,17,14.583038922295621
100,6,2154434.6900318824,20,14.583038922295621
100,6,2154434.6900318824,22,14.583038922295621
100,6,2154434.6900318824,29,14.583038922295621
100,6,2154434.6900318824,18,14.583038922295621
100,6,10000000.0,106,16.11809565095832
100,6,10000000.0,98,16.11809565095832
100,6,10000000.0,100,16.11809565095832
100,6,10000000.0,114,16.11809565095832
100,6,10000000.0,92,16.11809565095832
100,6,10000000.0,121,16.11809565095832
100,6,10000000.0,103,16.11809565095832
100,6,10000000.0,80,16.11809565095832
100,6,10000000.0,90,16.11809565095832
100,6,10000000.0,101,16.11809565095832
100,6,46415888.33612773,456,17.653152379621016
100,6,46415888.33612773,479,17.653152379621016
100,6,46415888.33612773,432,17.653152379621016
100,6,46415888.33612773,484,17.653152379621016
100,6,46415888.33612773,464,17.653152379621016
100,6,46415888.33612773,451,17.653152379621016
100,6,46415888.33612773,455,17.653152379621016
100,6,46415888.33612773,439,17.653152379621016
100,6,46415888.33612773,447,17.653152379621016
100,6,46415888.33612773,449,17.653152379621016
100,6,215443469.00318778,2195,19.18820910828371
100,6,215443469.00318778,2164,19.18820910828371
100,6,215443469.00318778,2138,19.18820910828371
100,6,215443469.00318778,2161,19.18820910828371
100,6,215443469.00318778,2165,19.18820910828371
100,6,215443469.00318778,2212,19.18820910828371
100,6,215443469.00318778,2160,19.18820910828371
100,6,215443469.00318778,2115,19.18820910828371
100,6,215443469.00318778,2220,19.18820910828371
100,6,215443469.00318778,2207,19.18820910828371
100,6,1000000000.0,10044,20.72326583694641
100,6,1000000000.0,9836,20.72326583694641
100,6,1000000000.0,9928,20.72326583694641
100,6,1000000000.0,10090,20.72326583694641
100,6,1000000000.0,10086,20.72326583694641
100,6,1000000000.0,9900,20.72326583694641
100,6,1000000000.0,10063,20.72326583694641
100,6,1000000000.0,10028,20.72326583694641
100,6,1000000000.0,9872,20.72326583694641
100,6,1000000000.0,9876,20.72326583694641
