RoomSize_m2,Ventilation_ACH,ViralLoad,EstimatedInfections
60,3,4641.588833612777,0
60,3,21544.346900318822,0
60,3,21544.346900318822,1
60,3,21544.346900318822,1
60,3,21544.346900318822,0
60,3,21544.346900318822,0
60,3,21544.346900318822,1
60,3,21544.346900318822,1
60,3,21544.346900318822,2
60,3,21544.346900318822,3
60,3,21544.346900318822,2
60,3,100000.0,0
60,3,100000.0,3
60,3,100000.0,4
60,3,100000.0,1
60,3,100000.0,2
60,3,100000.0,3
60,3,100000.0,4
60,3,100000.0,1
60,3,100000.0,4
60,3,100000.0,3
60,3,464158.8833612772,17
60,3,464158.8833612772,17
60,3,464158.8833612772,18
60,3,464158.8833612772,12
60,3,464158.8833612772,17
60,3,464158.8833612772,17
60,3,464158.8833612772,17
60,3,464158.8833612772,12
60,3,464158.8833612772,19
60,3,464158.8833612772,11
60,3,2154434.6900318824,68
60,3,2154434.6900318824,59
60,3,2154434.6900318824,67
60,3,2154434.6900318824,90
60,3,2154434.6900318824,71
60,3,2154434.6900318824,66
60,3,2154434.6900318824,67
60,3,2154434.6900318824,73
60,3,2154434.6900318824,80
60,3,2154434.6900318824,75
60,3,10000000.0,305
60,3,10000000.0,334
60,3,10000000.0,343
60,3,10000000.0,323
60,3,10000000.0,338
60,3,10000000.0,322
60,3,10000000.0,340
60,3,10000000.0,371
60,3,10000000.0,347
60,3,10000000.0,360
60,3,46415888.33612773,1506
60,3,46415888.33612773,1572
60,3,46415888.33612773,1542
60,3,46415888.33612773,1495
60,3,46415888.33612773,1540
60,3,46415888.33612773,1542
60,3,46415888.33612773,1538
60,3,46415888.33612773,1560
60,3,46415888.33612773,1596
60,3,46415888.33612773,1552
60,3,215443469.00318778,7203
60,3,215443469.00318778,7238
60,3,215443469.00318778,7174
60,3,215443469.00318778,7197
60,3,215443469.00318778,7389
60,3,215443469.00318778,7167
60,3,215443469.00318778,7283
60,3,215443469.00318778,7262
60,3,215443469.00318778,7269
60,3,215443469.00318778,7002
60,3,1000000000.0,33361
60,3,1000000000.0,33439
60,3,1000000000.0,32909
60,3,1000000000.0,33358
60,3,1000000000.0,33371
60,3,1000000000.0,33250
60,3,1000000000.0,33171
60,3,1000000000.0,33391
60,3,1000000000.0,33328
60,3,1000000000.0,33326
60,6,1000.0,0
60,6,1000.0,0
60,6,1000.0,0
60,6,1000.0,0
60,6,1000.0,1
60,6,1000.0,0
60,6,1000.0,0
60,6,1000.0,0
60,6,1000.0,0
60,6,1000.0,0
60,6,4641.588833612777,0
60,6,4641.588833612777,0
60,6,4641.588833612777,0
60,6,4641.588833612777,1
60,6,4641.588833612777,0
60,6,4641.588833612777,1
60,6,4641.588833612777,0
60,6,4641.588833612777,0
60,6,4641.588833612777,0
60,6,4641.588833612777,0
60,6,21544.346900318822,0
60,6,21544.346900318822,0
60,6,21544.346900318822,0
60,6,21544.346900318822,1
60,6,21544.346900318822,1
60,6,21544.346900318822,1
60,6,21544.346900318822,0
60,6,21544.346900318822,0
60,6,21544.346900318822,0
60,6,21544.346900318822,0
60,6,100000.0,1
60,6,100000.0,1
60,6,100000.0,3
60,6,100000.0,1
60,6,100000.0,3
60,6,100000.0,4
60,6,100000.0,0
60,6,100000.0,2
60,6,100000.0,1
60,6,100000.0,0
60,6,464158.8833612772,11
60,6,464158.8833612772,5
60,6,464158.8833612772,7
60,6,464158.8833612772,6
60,6,464158.8833612772,11
60,6,464158.8833612772,10
60,6,464158.8833612772,7
60,6,464158.8833612772,11
60,6,464158.8833612772,6
60,6,464158.8833612772,4
60,6,2154434.6900318824,45
60,6,2154434.6900318824,39
60,6,2154434.6900318824,40
60,6,2154434.6900318824,28
60,6,2154434.6900318824,37
60,6,2154434.6900318824,38
60,6,2154434.6900318824,28
60,6,2154434.6900318824,29
60,6,2154434.6900318824,45
60,6,2154434.6900318824,41
60,6,10000000.0,153
60,6,10000000.0,177
60,6,10000000.0,197
60,6,10000000.0,159
60,6,10000000.0,159
60,6,10000000.0,174
60,6,10000000.0,158
60,6,10000000.0,172
60,6,10000000.0,174
60,6,10000000.0,161
60,6,46415888.33612773,750
60,6,46415888.33612773,754
60,6,46415888.33612773,759
60,6,46415888.33612773,785
60,6,46415888.33612773,795
60,6,46415888.33612773,791
60,6,46415888.33612773,786
60,6,46415888.33612773,830
60,6,46415888.33612773,789
60,6,46415888.33612773,759
60,6,215443469.00318778,3585
60,6,215443469.00318778,3581
60,6,215443469.00318778,3569
60,6,215443469.00318778,3515
60,6,215443469.00318778,3559
60,6,215443469.00318778,3541
60,6,215443469.00318778,3626
60,6,215443469.00318778,3575
60,6,215443469.00318778,3604
60,6,215443469.00318778,3583
60,6,1000000000.0,16400
60,6,1000000000.0,16589
60,6,1000000000.0,16755
60,6,1000000000.0,16738
60,6,1000000000.0,16864
60,6,1000000000.0,16731
60,6,1000000000.0,16796
60,6,1000000000.0,16603
60,6,1000000000.0,16696
60,6,1000000000.0,16756
100,1,1000.0,0
100,1,1000.0,0
100,1,1000.0,0
100,1,1000.0,0
100,1,1000.0,0
100,1,1000.0,0
100,1,1000.0,0
100,1,1000.0,0
100,1,1000.0,0
100,1,1000.0,0
100,1,4641.588833612777,0
100,1,4641.588833612777,0
100,1,4641.588833612777,0
100,1,4641.588833612777,0
100,1,4641.588833612777,0
100,1,4641.588833612777,0
100,1,4641.588833612777,1
100,1,4641.588833612777,1
100,1,4641.588833612777,1
100,1,4641.588833612777,0
100,1,21544.346900318822,0
100,1,21544.346900318822,1
100,1,21544.346900318822,1
100,1,21544.346900318822,0
100,1,21544.346900318822,1
100,1,21544.346900318822,6
100,1,21544.346900318822,2
100,1,21544.346900318822,0
100,1,21544.346900318822,2
100,1,21544.346900318822,0
100,1,100000.0,7
100,1,100000.0,8
100,1,100000.0,4
100,1,100000.0,5
100,1,100000.0,5
100,1,100000.0,4
100,1,100000.0,6
100,1,100000.0,5
100,1,100000.0,8
100,1,100000.0,8
100,1,464158.8833612772,29
100,1,464158.8833612772,22
100,1,464158.8833612772,27
100,1,464158.8833612772,24
100,1,464158.8833612772,21
100,1,464158.8833612772,27
100,1,464158.8833612772,36
100,1,464158.8833612772,31
100,1,464158.8833612772,22
100,1,464158.8833612772,28
100,1,2154434.6900318824,131
100,1,2154434.6900318824,126
100,1,2154434.6900318824,136
100,1,2154434.6900318824,133
100,1,2154434.6900318824,106
100,1,2154434.6900318824,139
100,1,2154434.6900318824,112
100,1,2154434.6900318824,136
100,1,2154434.6900318824,134
100,1,2154434.6900318824,117
100,1,10000000.0,582
100,1,10000000.0,615
100,1,10000000.0,639
100,1,10000000.0,624
100,1,10000000.0,613
100,1,10000000.0,653
100,1,10000000.0,577
100,1,10000000.0,643
100,1,10000000.0,587
100,1,10000000.0,615
100,1,46415888.33612773,2757
100,1,46415888.33612773,2797
100,1,46415888.33612773,2855
100,1,46415888.33612773,2855
100,1,46415888.33612773,2753
100,1,46415888.33612773,2808
100,1,46415888.33612773,2801
100,1,46415888.33612773,2875
100,1,46415888.33612773,2772
100,1,46415888.33612773,2796
100,1,215443469.00318778,12943
100,1,215443469.00318778,12980
100,1,215443469.00318778,12769
100,1,215443469.00318778,12926
100,1,215443469.00318778,13058
100,1,215443469.00318778,12910
100,1,215443469.00318778,12856
100,1,215443469.00318778,12921
100,1,215443469.00318778,12905
100,1,215443469.00318778,12921
100,1,1000000000.0,60458
100,1,1000000000.0,59939
100,1,1000000000.0,59787
100,1,1000000000.0,59946
100,1,1000000000.0,60675
100,1,1000000000.0,59708
100,1,1000000000.0,59691
100,1,1000000000.0,59739
100,1,1000000000.0,59986
100,1,1000000000.0,60035
100,3,1000.0,0
100,3,1000.0,0
100,3,1000.0,0
100,3,1000.0,0
100,3,1000.0,0
100,3,1000.0,0
100,3,1000.0,0
100,3,1000.0,0
100,3,1000.0,0
100,3,1000.0,0
100,3,4641.588833612777,0
100,3,4641.588833612777,1
100,3,4641.588833612777,0
100,3,4641.588833612777,0
100,3,4641.588833612777,0
100,3,4641.588833612777,0
100,3,4641.588833612777,0
100,3,4641.588833612777,0
100,3,4641.588833612777,1
100,3,4641.588833612777,0
100,3,21544.346900318822,2
100,3,21544.346900318822,0
100,3,21544.346900318822,1
100,3,21544.346900318822,0
100,3,21544.346900318822,0
100,3,21544.346900318822,0
100,3,21544.346900318822,3
100,3,21544.346900318822,0
100,3,21544.346900318822,0
100,3,21544.346900318822,0
100,3,100000.0,2
100,3,100000.0,4
100,3,100000.0,1
100,3,100000.0,2
100,3,100000.0,4
100,3,100000.0,1
100,3,100000.0,1
100,3,100000.0,2
100,3,100000.0,1
100,3,100000.0,6
100,3,464158.8833612772,4
100,3,464158.8833612772,9
100,3,464158.8833612772,14
100,3,464158.8833612772,5
100,3,464158.8833612772,11
100,3,464158.8833612772,8
100,3,464158.8833612772,12
100,3,464158.8833612772,8
100,3,464158.8833612772,12
100,3,464158.8833612772,12
100,3,2154434.6900318824,44
100,3,2154434.6900318824,42
100,3,2154434.6900318824,42
100,3,2154434.6900318824,40
100,3,2154434.6900318824,46
100,3,2154434.6900318824,37
100,3,2154434.6900318824,33
100,3,2154434.6900318824,52
100,3,2154434.6900318824,38
100,3,2154434.6900318824,32
100,3,10000000.0,186
100,3,10000000.0,202
100,3,10000000.0,181
100,3,10000000.0,179
100,3,10000000.0,195
100,3,10000000.0,180
100,3,10000000.0,203
100,3,10000000.0,227
100,3,10000000.0,210
100,3,10000000.0,174
100,3,46415888.33612773,966
100,3,46415888.33612773,947
100,3,46415888.33612773,931
100,3,46415888.33612773,916
100,3,46415888.33612773,926
100,3,46415888.33612773,931
100,3,46415888.33612773,968
100,3,46415888.33612773,990
100,3,46415888.33612773,907
100,3,46415888.33612773,899
100,3,215443469.00318778,4338
100,3,215443469.00318778,4288
100,3,215443469.00318778,4305
100,3,215443469.00318778,4138
100,3,215443469.00318778,4382
100,3,215443469.00318778,4284
100,3,215443469.00318778,4304
100,3,215443469.00318778,4350
100,3,215443469.00318778,4310
100,3,215443469.00318778,4169
100,3,1000000000.0,20093
100,3,1000000000.0,19816
100,3,1000000000.0,19883
100,3,1000000000.0,19857
100,3,1000000000.0,20024
100,3,1000000000.0,20105
100,3,1000000000.0,19880
100,3,1000000000.0,20097
100,3,1000000000.0,20118
100,3,1000000000.0,20008
100,6,1000.0,0
100,6,1000.0,0
100,6,1000.0,0
100,6,1000.0,0
100,6,1000.0,0
100,6,1000.0,0
100,6,1000.0,0
100,6,1000.0,0
100,6,1000.0,0
100,6,1000.0,0
100,6,4641.588833612777,0
100,6,4641.588833612777,0
100,6,4641.588833612777,0
100,6,4641.588833612777,0
100,6,4641.588833612777,0
100,6,4641.588833612777,0
100,6,4641.588833612777,0
100,6,4641.588833612777,0
100,6,4641.588833612777,0
100,6,4641.588833612777,0
100,6,21544.346900318822,0
100,6,21544.346900318822,0
100,6,21544.346900318822,0
100,6,21544.346900318822,0
100,6,21544.346900318822,1
100,6,21544.346900318822,0
100,6,21544.346900318822,0
100,6,21544.346900318822,0
100,6,21544.346900318822,0
100,6,21544.346900318822,0
100,6,100000.0,0
100,6,100000.0,0
100,6,100000.0,0
100,6,100000.0,0
100,6,100000.0,2
100,6,100000.0,1
100,6,100000.0,0
100,6,100000.0,0
100,6,100000.0,0
100,6,100000.0,0
100,6,464158.8833612772,6
100,6,464158.8833612772,3
100,6,464158.8833612772,7
100,6,464158.8833612772,6
100,6,464158.8833612772,5
100,6,464158.8833612772,5
100,6,464158.8833612772,3
100,6,464158.8833612772,4
100,6,464158.8833612772,4
100,6,464158.8833612772,9
100,6,2154434.6900318824,19
100,6,2154434.6900318824,21
100,6,2154434.6900318824,21
100,6,2154434.6900318824,22
100,6,2154434.6900318824,23
100,6,2154434.6900318824,22
100,6,2154434.6900318824,24
100,6,2154434.6900318824,17
100,6,2154434.6900318824,25
100,6,2154434.6900318824,17
100,6,10000000.0,101
100,6,10000000.0,87
100,6,10000000.0,93
100,6,10000000.0,97
100,6,10000000.0,99
100,6,10000000.0,115
100,6,10000000.0,87
100,6,10000000.0,98
100,6,10000000.0,83
100,6,10000000.0,102
100,6,46415888.33612773,438
100,6,46415888.33612773,464
100,6,46415888.33612773,462
100,6,46415888.33612773,447
100,6,46415888.33612773,494
100,6,46415888.33612773,492
100,6,46415888.33612773,446
100,6,46415888.33612773,469
100,6,46415888.33612773,446
100,6,46415888.33612773,504
100,6,215443469.00318778,2167
100,6,215443469.00318778,2131
100,6,215443469.00318778,2146
100,6,215443469.00318778,2114
100,6,215443469.00318778,2122
100,6,215443469.00318778,2158
100,6,215443469.00318778,2122
100,6,215443469.00318778,2208
100,6,215443469.00318778,2198
100,6,215443469.00318778,2129
100,6,1000000000.0,10123
100,6,1000000000.0,10090
100,6,1000000000.0,9920
100,6,1000000000.0,10058
100,6,1000000000.0,9859
100,6,1000000000.0,9772
100,6,1000000000.0,10007
100,6,1000000000.0,9942
100,6,1000000000.0,10003
100,6,1000000000.0,9939
